en_claim,en_explanation,en_top_sentences,de_claim,de_explanation,de_top_sentences,label,de_verdict,de_title,authors,date,url
Is milk thistle extract an effective treatment for liver disease?,Previous studies on this have been poorly conducted and are therefore not conclusive enough. Whether milk thistle can improve liver disease due to alcohol abuse or hepatitis B or C is unclear.,"Also poorly performed are a number of studies that have investigated whether Mary's thistle improves certain liver values in the blood of hepatitis virus infected and other liver sufferers [4-6]. Therefore, only future studies can show whether the thistle can help here. However, it is insufficiently investigated whether the active substances from the thistle can actually help [7]. Although the efficacy of alcohol-related liver disease is unclear, the extract of Mary's thistle is popular for treatment [1]. Although the authors found a new study that investigated the effect of Mariendistel extract on the risk of cirrhosis in the liver, this study was of poor quality and not meaningful.",Ist Mariendistelextrakt bei Erkrankungen der Leber eine wirksame Behandlung?,"Bisherige Studien dazu sind mangelhaft durchgeführt und daher nicht aussagekräftig genug. Ob die Mariendistel eine Lebererkrankung aufgrund von Alkoholmissbrauch oder Hepatitis B oder C bessern kann, ist unklar.","Ebenfalls mangelhaft durchgeführt sind eine Reihe von Studien, welche untersucht haben, ob Mariendistel bestimmte Leberwerte im Blut von Hepatitisviren-Infizierten und anderen Lebererkrankten verbessert [4-6] . Ob die Mariendistel hier helfen kann, können daher nur zukünftige Studien zeigen. Ob die Wirkstoffe aus der Distel tatsächlich helfen können, ist allerdings nur unzureichend untersucht [7] . Auch wenn die Wirksamkeit bei einer alkoholbedingten Lebererkrankung unklar ist, ist der Extrakt der Mariendistel zur Behandlung beliebt [1] . Die Autoren fanden zwar eine neue Studie, die die Auswirkung von Mariendistel-Extrakt auf das Leberzirrhose-Risiko untersucht hatte, diese Studie war jedoch von schlechter Qualität und nicht aussagekräftig.",1,wissenschaftliche Belege fehlen,Mariendistel zur Leber-Erholung unklar | Medizin Transparent,Bernd Kerschner,27. Oktober 2017,https://www.medizin-transparent.at/mariendistel-zur-leber-erholung-fragwurdig/
Do dietary supplements with amino acids and proteins help against muscle atrophy in old age (sarcopenia)?,"There is scattered evidence that taking amino acids can help people with sarcopenia. However, more well-done studies are needed. This is the only way to reliably assess whether the alleged effect actually exists, how large it is, and what the ideal dose, optimal duration of intake, and possible side effects are.","Since sarcopenia has only recently been officially established as a defined disease, we had to assume that research on the subject is still in its early stages. No basis for recommendations This is what our research has shown [1-3]: Regarding protein supplements, the study situation is so contradictory that we cannot detect any tendencies or even make clear statements. We do not know whether supplements containing amino acids and proteins can prevent or significantly delay the outbreak of sarcopenia. Our conclusion: All in all, we cannot make a clear assessment of the effectiveness and safety of food supplements with amino acids or proteins for sarcopenia patients. The authors had to leave open whether sarcopenia patients could benefit significantly from food supplements due to a lack of data.",Helfen Nahrungsergänzungsmittel mit Aminosäuren und  Proteinen gegen  Muskelschwund im Alter (Sarkopenie)?,"Es gibt vereinzelte Hinweise darauf, dass die Einnahme von Aminosäuren Menschen mit Sarkopenie helfen kann. Es braucht jedoch mehr gut gemachte Studien. Nur so ist verlässlich einzuschätzen, ob der vermeintliche Effekt tatsächlich existiert, wie groß er ist und wie es um ideale Dosis, optimale Einnahmedauer und mögliche Nebenwirkungen steht.","Da die Sarkopenie als definiertes Krankheitsbild offiziell erst seit kurzem existiert, mussten wir davon ausgehen, dass sich auch die Forschung rund um das Thema noch im Anfangsstadium befindet. Keine Grundlage für Empfehlungen Dies haben unsere Nachforschungen ergeben [1-3] :  Zu Protein-Nahrungsergänzungsmitteln ist die Studienlage so widersprüchlich, dass wir keine Tendenzen erkennen oder gar klare Aussagen treffen können. Wir wissen nicht, ob Präparate zur Nahrungsergänzung mit Aminosäuren und Proteinen den Ausbruch einer Sarkopenie verhindern oder deutlich verzögern können. Unser Fazit: Alles in allem können wir keine klare Einschätzung zur Wirksamkeit und Sicherheit von  Nahrungsergänzungsmitteln mit Aminosäuren oder Proteinen für Sarkopeniepatienten machen. Ob Sarkopeniepatienten von Nahrungsergänzungsmitteln erheblich profitieren können, mussten die Autoren aufgrund fehlender Datenbasis offen lassen.",1,wissenschaftliche Belege fehlen,Muskelschwund im Alter – hilft Nahrungsergänzung? | Medizin Transparent,"Julia Harlfinger,Bernd Kerschner,Claudia Christof",16. November 2017,https://www.medizin-transparent.at/muskelschwund-im-alter-helfen-nahrungserganzungsmittel/
Can music therapy help people affected by stroke learn to walk normally again?,"Music therapy that works with rhythm can probably help people with a walking disorder to walk faster again and take larger steps. It is still unclear whether music therapy after a stroke can also help with problems with speech, limited movement of the arms, hands and fingers, difficulties with memory or attention, or depression.","Music Therapy as Go Training Previously published studies show that music therapy is likely to improve the ability to go [1]. According to the study results, rhythmic music seems to be better at training step movements than a rhythm without music, such as the simple tick-tack of a metronome. After rhythmic music therapy, their stride length was slightly larger, and they averaged 11 meters more per minute. However, all individual results point to benefits in terms of step speed and length studies. Therefore, the authors consider music therapy with rhythmic-acoustic stimulation to be likely effective in walking disorders.","Kann Musiktherapie Betroffenen nach einem Schlaganfall helfen, wieder normal gehen zu lernen?","Musiktherapie, die mit Rhythmus arbeitet, kann Betroffenen mit einer Gehstörung wahrscheinlich helfen, wieder schneller zu gehen und größere Schritte zu machen. Ob Musiktherapie nach einem Schlaganfall auch bei Problemen mit dem Sprechen, bei Bewegungseinschränkungen der Arme, Hände und Finger, bei Schwierigkeiten mit Gedächtnis oder Aufmerksam oder bei Depression helfen kann, ist noch unklar.","Musiktherapie als Geh-Training Bisher veröffentlichte Studien zeigen, dass Musiktherapie die Fähigkeit zu gehen wahrscheinlich verbessert [1] . Den Studienergebnissen zufolge scheint rhythmische Musik beim Training der Schrittbewegungen besser zu helfen als ein Rhythmus ohne Musik wie etwa das einfachen Tick-Tack eines Metronoms. Nach der rhythmischen Musiktherapie war ihre Schrittlänge etwas größer, und sie schafften durchschnittlich elf Meter mehr in der Minute. Bei Untersuchungen zu Schrittgeschwindigkeit und –länge weisen dennoch alle Einzelergebnisse in Richtung Nutzen. Daher beurteilen die Autoren Musiktherapie mit Rhythmisch-akustischer Stimulation bei Gehstörungen als wahrscheinlich wirksam.",0,wahrscheinlich Ja,Schlaganfall: Musiktherapie zur Rehabilitation | Medizin Transparent,Bernd Kerschner,11. Oktober 2017,https://www.medizin-transparent.at/schlaganfall-rehabilitation-mit-musik/
Can music therapy help stroke victims with other problems???,"Music therapy that works with rhythm can probably help people with a walking disorder to walk faster again and take larger steps. It is still unclear whether music therapy after a stroke can also help with problems with speech, limited movement of the arms, hands and fingers, difficulties with memory or attention, or depression.","Research gaps It is not well researched whether music therapy can help if the mobility of the arms or hands is limited. Whether sufferers benefit from singing or other forms of music therapy when they have problems with speaking after the stroke is also unclear at present. The study situation is also insufficient for other impairments. So it is not possible to say at the moment whether music therapy is helpful for example in problems with memory and attention. Whether music therapy can reduce depression in stroke patients has been studied in some studies, but these differ too much in the way they perform, in order to be able to safely assess the effectiveness.",Kann Musiktherapie Schlaganfall-Betroffenen mit anderen Problemen helfen??,"Musiktherapie, die mit Rhythmus arbeitet, kann Betroffenen mit einer Gehstörung wahrscheinlich helfen, wieder schneller zu gehen und größere Schritte zu machen. Ob Musiktherapie nach einem Schlaganfall auch bei Problemen mit dem Sprechen, bei Bewegungseinschränkungen der Arme, Hände und Finger, bei Schwierigkeiten mit Gedächtnis oder Aufmerksam oder bei Depression helfen kann, ist noch unklar.","Forschungslücken Nicht gut erforscht ist, ob Musiktherapie helfen kann, wenn die Beweglichkeit der Arme oder Hände eingeschränkt ist. Ob Betroffene durch Singen oder andere Formen der Musiktherapie profitieren, wenn sie nach dem Schlaganfall Probleme mit dem Sprechen haben, ist derzeit ebenfalls unklar. Auch bei anderen Beeinträchtigungen ist die Studienlage unzureichend. So lässt sich momentan nicht sagen, ob Musiktherapie etwa bei Problemen mit dem Gedächtnis und der Aufmerksamkeit hilfreich ist. Ob Musiktherapie Depression bei Schlaganfall-Patienten verringern kann, wurde zwar in einigen Studien untersucht, diese unterscheiden sich aber zu sehr in der Art ihrer Durchführung, um die Wirksamkeit gesichert einschätzen zu können.",1,wissenschaftliche Belege fehlen,Schlaganfall: Musiktherapie zur Rehabilitation | Medizin Transparent,Bernd Kerschner,11. Oktober 2017,https://www.medizin-transparent.at/schlaganfall-rehabilitation-mit-musik/
Does plant or animal protein have an influence on lifespan?,"It is possible that vegetable protein and animal protein from eggs, poultry and fish have a more favorable effect on lifespan than proteins from red meat. However, it is unclear how strong this possible effect is or in which groups of people it unfolds.","Plant proteins and animal proteins from certain sources (fish, poultry, eggs) seem to have a positive effect. Herbal protein may reduce the likelihood of dying earlier due to cardiovascular disease, cancer or other reasons [1-3]. Proteins from fish and eggs could also have a certain protective effect [2]. Those who consumed more eggs, fish and legumes were less likely to die.",Hat pflanzliches beziehungsweise tierisches Eiweiß einen Einfluss auf die Lebensdauer?,"Möglicherweise wirkt sich pflanzliches Eiweiß sowie tierisches Eiweiß aus Ei, Geflügel und Fisch günstiger auf die Lebensdauer aus als Proteine aus rotem Fleisch. Es ist aber ungeklärt, wie stark dieser mögliche Effekt ist oder bei welchen Personengruppen er sich entfaltet.","Pflanzen-Proteine und tierische Proteine aus bestimmten Quellen (Fisch, Geflügel, Eier) scheinen eine positive Wirkung zu haben. Pflanzliches Eiweiß senkt eventuell die Wahrscheinlichkeit, früher durch Herz-Kreislauf-Erkrankungen, Krebs oder aus anderen Gründen zu sterben [1-3] . Auch die Proteine aus Fisch und Eiern könnten einen gewissen Schutzeffekt  haben [2] . Bei denjenigen, die mehr Eier, Fisch und Hülsenfrüchte zu sich nahmen, war eine geringere Sterbewahrscheinlichkeit zu verzeichnen.",0,möglicherweise Ja,Wie gesund ist tierisches Eiweiß? | Medizin Transparent,"Julia Harlfinger,Bernd Kerschner,Claudia Christof",6. Oktober 2017,https://www.medizin-transparent.at/tierisches-eiweiss/
Does chicken soup help with colds?,"So far, this has only been investigated in laboratory experiments. Studies on efficacy in humans are missing so far. Therefore, we can not judge whether chicken soup is helpful for colds.","However, such experiments – even though they may sound so promising – do not provide any evidence that the soup also works the same in the human body. Chicken soup in case of cold: theories without evidence Extensive studies on the effect of chicken soup do not exist, but all the more attempts to explain them. As long as there are no studies with human subjects, we simply cannot assess whether and which chicken soup ingredients could help cold-stricken people.",Hilft Hühnersuppe bei Erkältung?,"Bislang wurde dies nur in Laborexperimenten untersucht. Studien über eine Wirksamkeit am Menschen fehlen bisher. Daher können wir nicht beurteilen, ob Hühnersuppe bei Erkältung hilfreich ist.","Allerdings liefern derartige Experimente – mögen sie auch noch so vielversprechend klingen – keine Beweise dafür, dass die Suppe auch im menschlichen Körper genauso wirkt. Hühnersuppe bei Erkältung: Theorien ohne Beweise Aussagekräftige Studien zur Wirkung von Hühnersuppe existieren nicht, dafür umso mehr Versuche, diese zu erklären. Solange es keine Studien mit menschlichen Probanden gibt, können wir schlichtweg nicht beurteilen, ob und welche Hühnersuppen- Inhaltsstoffe Schnupfen-Geplagten helfen könnten.",1,wissenschaftliche Belege fehlen,Hühnersuppe: Hausmittel bei Erkältung? | Medizin Transparent,"Claudia Christof,Bernd Kerschner",3. Oktober 2017,https://www.medizin-transparent.at/huehnersuppe-bei-erkaeltung/
"Do herbal remedies containing an extract of Chinese tragacanth root, such as Lectranal or Allvent, help against allergies?","So far, there is only one study with a few participants, and the results are not particularly convincing.","Tragant against allergies: hardly investigated In the course of our extensive literature research, we were able to track down only one study on 48 adult persons [1], which the manufacturer also quotes in the package leaflet [5]. Why the manufacturer speaks in the package leaflet of a good effectiveness of the product also for allergies against animal hair or mold spores, therefore remains unclear. In a second search round we also searched for these allergy forms, but found no studies. So it would only be necessary for further, well done, extensive studies to determine the effectiveness of the tragant root. The evaluation produced rather disappointing results: In total, there were no significant differences between tragant and sham medication after three or six weeks.",Helfen pflanzliche Mittel mit einem Extrakt aus der chinesischen Tragantwurzel wie Lectranal bzw. Allvent gegen Allergien?,"Bisher gibt es nur eine Studie mit wenigen Teilnehmenden, deren Ergebnisse nicht besonders überzeugend sind.","Tragant gegen Allergien: kaum untersucht Im Zuge unserer umfangreichen Literaturrecherche konnten wir nur eine einzige Studie an 48 erwachsenen Personen aufspüren [1] , die der Hersteller auch im Beipackzettel zitiert [5] . Warum der Hersteller im Beipackzettel von einer guten Wirksamkeit des Produkts auch bei Allergien gegen Tierhaare oder Schimmelsporen spricht, bleibt deshalb unklar. In einer zweiten Suchrunde haben wir auch nach diesen Allergieformen gesucht, dazu aber keine Studien gefunden. Es bräuchte also erst weitere, gut gemachte, umfangreiche Studien, die die Wirksamkeit der Tragantwurzel bzw. Die Auswertung brachte eher enttäuschende Ergebnisse: In Summe kam es weder nach drei noch nach sechs Wochen zu wesentlichen Unterschieden zwischen Tragantmittel und Scheinmedikament.",1,wissenschaftliche Belege fehlen,Tragant: Allergie pflanzlich bekämpfen? | Medizin Transparent,Iris Hinneburg,28. September 2017,https://www.medizin-transparent.at/tragant-allergie/
Does alkaline water keep you healthy or can it prevent disease?,It is unclear whether alkaline water can promote health or prevent disease in healthy adults. Well-done studies on the subject are lacking. Large effects from alkaline drinking water are not likely.,"Not plausible, hardly investigated Scientifically plausible, the concept of such acidification of the body is not. There are hardly any studies on the subject – and the ones that exist are too badly done to provide meaningful answers. On the basis of the current study situation, we cannot assess whether or what positive or negative effects the regular consumption of basic water could have on healthy adults. However, it does not seem particularly plausible so far that significant preventive or healing effects can be achieved. For example, it is not clear whether the different composite (and therefore not necessarily comparable) base water actually achieves the supposed effect due to its high pH value or the added minerals [1] [5].",Hält basisches Wasser gesund oder kann es Krankheiten vorbeugen?,"Es ist ungeklärt, ob basisches Wasser bei gesunden Erwachsenen die Gesundheit fördern bzw. Krankheiten verhindern kann. Gut gemachte Studien zum Thema fehlen. Große Effekte durch basisches Trinkwasser sind nicht wahrscheinlich.","Nicht plausibel, kaum untersucht Wissenschaftlich plausibel ist das Konzept einer solchen Übersäuerung des Körpers nicht. Es gibt kaum Untersuchungen zum Thema – und die, die es gibt, sind zu schlecht gemacht, um aussagekräftige Antworten liefern zu können. Auf Basis der aktuellen Studienlage können wir also nicht beurteilen, ob oder welche positiven oder negativen Wirkungen der regelmäßige Genuss von basischem Wasser auf gesunde Erwachsene haben könnte. Es erscheint bisher allerdings nicht sonderlich plausibel, dass damit deutliche vorbeugende oder heilende Effekte zu erzielen sind. So ist beispielsweise nicht klar, ob die unterschiedlich zusammengesetzten (und deshalb nicht unbedingt vergleichbaren) Basenwasser tatsächlich aufgrund ihres hohen pH-Werts oder durch die zugesetzten Mineralstoffe die vermeintliche Wirkung erzielen [1]  [5] .",1,wissenschaftliche Belege fehlen,Basisches Wasser: besser als Leitungswasser? | Medizin Transparent,"Julia Harlfinger,Bernd Kerschner,Claudia Christof",5. Oktober 2017,https://www.medizin-transparent.at/basisches-wasser/
Do remedies with hops or valerian help with anxiety disorders?,The results of previous studies are not conclusive. The reason is that too few participants were examined in them and the studies were also poorly conducted.,"Whether they really promote a restful sleep, however, is not sufficiently clarified – we have already reported on it (see the contributions to hops and valerian). Studies on valerian and hops little meaningful In our comprehensive literature research, we could only find two clinical studies on valerian [1,2] and one on hops [3]. The results, however, leave open whether the fear from the plant remedies could be reduced only slightly or also to a noticeable extent. Due to the small number of participants and inaccuracies in the execution of the studies, the results are also not trustworthy. Hops For the evaluation of hops we could only identify a single study [3].",Helfen Mittel mit Hopfen oder Baldrian bei Angststörungen?,"Die Ergebnisse bisheriger Studien sind nicht aussagekräftig. Der Grund ist, dass darin zu wenige Teilnehmer untersucht wurden und die Studien zudem mangelhaft durchgeführt wurden.","Ob sie wirklich einen erholsamen Schlaf fördern, ist allerdings nicht ausreichend geklärt – wir haben bereits darüber berichtet (siehe die Beiträge zu Hopfen und Baldrian ). Studien zu Baldrian und Hopfen wenig aussagekräftig Bei unserer umfassenden Literaturrecherche konnten wir lediglich zwei klinische Studien zu Baldrian [1,2] und eine zu Hopfen [3] finden. Die Ergebnisse lassen jedoch offen, ob sich die Angst durch die pflanzlichen Mittel nur geringfügig oder auch in merkbarem Ausmaß verringern könnte. Aufgrund der geringen Teilnehmerzahl und Ungenauigkeiten bei der Durchführung der Studien sind die Ergebnisse zudem nicht vertrauenswürdig. Hopfen  Für die Bewertung von Hopfen konnten wir nur eine einzige Studie identifizieren [3] .",1,wissenschaftliche Belege fehlen,Weniger Angst dank Baldrian und Hopfen? | Medizin Transparent,"Iris Hinneburg,Bernd Kerschner,Claudia Christof",22. September 2017,https://www.medizin-transparent.at/baldrian-angst/
Do extracts of African devil's claw (Harpagophytum procumbens) relieve pain in patients with osteoarthritis?,"Currently, there are no well-conducted studies to assess the efficacy of devil's claw extracts in worn joints.","Lack of scientific evidence Whether or not those affected have to deal with their pain through Devil's claw preparations and thus swallow less painkillers remains questionable. For example, so far published studies investigated too few people to provide meaningful results. The duration of the study was too short with a few weeks to months to assess the efficacy of chronic disease such as osteoarthritis [1] [7]. However, the present studies do not provide any evidence of actual efficacy in osteoarthritis [1] [4]. The result: The authors can neither recommend nor advise devil claws nor most other herbal remedies for osteoarthritis.",Lindern Extrakte der afrikanischen Teufelskralle (Harpagophytum procumbens) Schmerzen bei Patienten mit Arthrose?,"Derzeit gibt es keine gut durchgeführten Studien, um die Wirksamkeit von Extrakten der Teufelskralle bei abgenützten Gelenken beurteilen zu können.","Fehlende wissenschaftliche Beweise Ob Betroffene durch Präparate aus Teufelskralle tatsächlich ihre Schmerzen in den Griff bekommen und dadurch weniger Schmerzmittel schlucken müssen, bleibt fraglich. So untersuchten bisher veröffentlichte Studien beispielsweise zu wenige Personen, um aussagekräftige Ergebnisse zu liefern. Die Studiendauer war mit einigen Wochen bis Monaten zu kurz, um die Wirksamkeit bei einer chronischen Erkrankung wie Arthrose beurteilen zu können [1]  [7] . Die vorliegenden Untersuchungen liefern jedoch keine Beweise für eine tatsächliche Wirksamkeit bei Arthrose [1]  [4] . Das Ergebnis: Die Autoren können Teufelskralle sowie die meisten anderen pflanzlichen Mittel bei Arthrose weder empfehlen noch können sie davon abraten.",1,wissenschaftliche Belege fehlen,Teufelskralle bei Arthrose: Ausweg aus dem Schmerz? | Medizin Transparent,"Claudia Christof,Bernd Kerschner,Jörg Wipplinger",20. November 2017,https://www.medizin-transparent.at/teufelskralle-arthrose/
Can probiotics prevent diarrhea after treatment with antibiotics?,Probiotics can likely reduce the risk of diarrhea after antibiotics.,"They can support the intestinal flora and should prevent diarrhea. Probiotics: less diarrhea after antibiotics A summary of the results of previous studies shows: Probiotics can probably prevent antibiotic-related diarrhea [1] [3]. Probiotics also seem to be able to reduce the risk of diarrhea through this germ [3,4]. Infectious diarrhea may also be helped by probiotics against diarrhea caused by infectious disease.",Können Probiotika Durchfall nach einer Behandlung mit  Antibiotika vorbeugen?,Probiotika können das Risiko für Durchfall nach Antibiotika wahrscheinlich verringern.,"Sie können die Darmflora unterstützen und sollen so verhindern, dass Durchfall entsteht. Probiotika: weniger Durchfall nach Antibiotika Eine Zusammenfassung der Ergebnisse bisheriger Studien zeigt: Probiotika können Antibiotika bedingtem Durchfall wahrscheinlich vorbeugen [1]  [3] . Probiotika scheinen – vorsorglich eingenommen – auch das Risiko für Durchfall durch diesen Keim verringern zu können [3,4] . Hilfe auch bei infektiösem Durchfall Gegen Durchfälle, die durch eine Infektionskrankheit ausgelöst werden, können Probiotika wahrscheinlich auch helfen.",0,wahrscheinlich Ja,Antibiotika: Durchfall mit Probiotika vorbeugen | Medizin Transparent,Bernd Kerschner,7. September 2017,https://www.medizin-transparent.at/durchfall-probiotika-gegen-antibiotika/
Is exercise an effective measure to combat depression?,"Current scientific evidence suggests that exercise can alleviate the symptoms of depression. However, the positive effect is only moderately pronounced. Sport does not work any better than current treatments (antidepressants, psychotherapy).","Activities against depression The fact that physical training could have a positive effect on depression sounds valid: After all, achieving sporting goals brings success experiences and leads to a strengthening of self-esteem. Moderate relief from sports In fact, the summarized results of previous studies [1-4] show that sports can probably alleviate depression. On average, regular endurance or strength sports can probably improve the complaints of depressive people by a point on a scale of one to ten [1-3]. Nevertheless, the three overviews come to a similar conclusion: Sports can probably alleviate depression symptoms by around one point on a ten-stage scale in the short term. However, the fact that sports seem to alleviate depression is also evident when only the results of high-quality studies are summarized.",Ist Sport eine wirksame Maßnahme zur Bekämpfung von Depression?,"Die aktuelle wissenschaftliche Beweislage deutet darauf hin, dass Sport die Beschwerden bei einer Depression lindern kann. Allerdings ist der positive Effekt nur mäßig ausgeprägt. Sport wirkt nicht besser als gängige Behandlungen (Antidepressiva, Psychotherapie).","Aktivitäten gegen Depression Dass körperliches Training Beschwerden bei einer Depression positiv beeinflussen könnte, klingt stichhaltig: Schließlich bringt das Erreichen von sportlichen Zielen Erfolgserlebnisse und führt zu einer Stärkung des Selbstwerts. Mäßige Linderung durch Sport Tatsächlich zeigen die zusammengefassten Ergebnisse bisheriger Studien [1-4] , dass Sport eine Depression wahrscheinlich etwas lindern kann. Im Durchschnitt kann regelmäßiger Ausdauer- oder Kraftsport die Beschwerden von depressiven Menschen wahrscheinlich um einen Punkt auf einer Skala von eins bis zehn verbessern [1-3] . Dennoch kommen die drei Übersichtsarbeiten zu einer ähnlichen Einschätzung: Sport kann Beschwerden einer Depression kurzfristig wahrscheinlich um rund einen Punkt auf einer zehnstufigen Skala lindern. Dass Sport wirksam eine Depression zu lindern scheint, zeigt sich allerdings auch dann, wenn lediglich die Ergebnisse von Studien hoher Qualität zusammengefasst werden.",0,wahrscheinlich Ja,Sport gegen Depression | Medizin Transparent,"Julia Harlfinger,Bernd Kerschner,Claudia Christof",12. September 2017,https://www.medizin-transparent.at/sport-als-antidepressivum/
Can a tantrum trigger a heart attack?,The likelihood of a heart attack may be increased in the hours following an episode of anger. Whether frequent anger over many years leads to a higher risk of heart attack overall has not been proven.,"Anger could pose a threat to one's own health in two different ways: on the one hand, as a trigger, for example, when a rage leads directly to a heart attack. And, on the other hand, as a long-term risk factor, it would be conceivable that people with frequent feelings of anger have a higher risk of cardiovascular damage. The result is clear at first glance: within two hours of a tantrum, the risk of a heart attack seems to be increased. Many of them seem to show that people with frequent feelings of anger also suffer from a heart attack more often. Even the study with the smallest effect – which is at the same time the one with the most participants – shows an at least two to three times higher risk, including fluctuation range.",Kann ein Wutanfall einen Herzinfarkt auslösen?,"Die Wahrscheinlichkeit eines Herzinfarkts ist möglicherweise in den Stunden nach einem Wutanfall erhöht. Ob häufige Wut über viele Jahre insgesamt zu einem höheren Infarktrisiko führt, ist nicht erwiesen.","Wut könnte auf zwei unterschiedliche Arten eine Gefährdung für die eigene Gesundheit darstellen: Einerseits als Auslöser, beispielsweise wenn ein Wutanfall direkt zu einem Herzinfarkt führt. Und andererseits als langfristiger Risikofaktor: demnach wäre denkbar, dass Menschen mit häufigen Wutgefühlen ein höheres Risiko für Herz-Kreislauf-Schädigungen haben. Das Ergebnis wirkt auf den ersten Blick eindeutig: Innerhalb von zwei Stunden nach einem Wutanfall scheint das Risiko für einen Herzinfarkt erhöht. Bei vielen davon zeigt sich scheinbar, dass Menschen mit häufigen Wutgefühlen auch häufiger einen Herzinfarkt erleiden. Selbst die Studie mit dem kleinsten Effekt – welche zugleich diejenige mit den meisten Teilnehmenden ist – zeigt inklusive Schwankungsbreite ein mindestens zwei- bis maximal knapp dreifach erhöhtes Risiko an.",0,möglicherweise Ja,Kann Wut einen Herzinfarkt verursachen? | Medizin Transparent,Jörg Wipplinger,14. September 2017,https://www.medizin-transparent.at/wut-herzinfarkt/
Can anger over a long period of time increase the risk of heart attack???,The likelihood of a heart attack may be increased in the hours following an episode of anger. Whether frequent anger over many years leads to a higher risk of heart attack overall has not been proven.,"It is therefore unclear whether feelings of anger can cause a heart attack over the years. Only future, better-executed studies with high numbers of participants can provide an answer. However, whether the cause of the increased risk of myocardial infarction actually lies in the tantrums cannot be demonstrated with certainty. However, the combined data of these studies have the same problem as those of the two similar observational studies published later [3,4]: their variability is too large to show a risk increase. At the same time, however, they cannot rule out that frequent anger over the years increases the risk of heart attacks.",Kann Wut über lange Zeit das Risiko für einen Herzinfarkt erhöhen??,"Die Wahrscheinlichkeit eines Herzinfarkts ist möglicherweise in den Stunden nach einem Wutanfall erhöht. Ob häufige Wut über viele Jahre insgesamt zu einem höheren Infarktrisiko führt, ist nicht erwiesen.","Ob auch Wutgefühle über die Jahre einen Herzinfarkt verursachen können, ist daher unklar. Eine Antwort können nur zukünftige, besser durchgeführte Studien mit hohen Teilnehmendenzahlen liefern. Ob die Ursache für das erhöhte Herzinfarkt-Risiko auch tatsächlich in den Wutanfällen liegt, können die Studien jedoch nicht mit Sicherheit nachweisen. Die zusammengefassten Daten dieser Studien haben allerdings dasselbe Problem wie jene zweier später veröffentlichten, ähnlich durchgeführten Beobachtungsstudien [3,4] : Ihre Schwankungsbreite ist zu groß, um eine Risikoerhöhung zeigen zu können. Gleichzeitig können sie aber auch nicht ausschließen, dass häufige Wutgefühle über die Jahre das Herzinfarkt-Risiko erhöhen.",1,wissenschaftliche Belege fehlen,Kann Wut einen Herzinfarkt verursachen? | Medizin Transparent,Jörg Wipplinger,14. September 2017,https://www.medizin-transparent.at/wut-herzinfarkt/
Can capsules with omega-3 fatty acids from fish oil relieve depression?,"The studies conducted to date are hardly trustworthy. Their combined results do not suggest that omega-3 fatty acids from fish oil could appreciably alleviate depression. In studies comparing fish oil with drugs for depression, the omega-3 fatty acids appeared to work worse than the drugs.","Omega-3 fatty acids: Effect questionable The summary of the results of all the work that omega-3 fatty acids have studied in people with depression, unfortunately, comes to an unsatisfactory result: The studies carried out so far are of such poor quality that a clear statement is not possible [1]. The authors of the review conclude that the data so far are not sufficient to assess the effect or possible side effects of fish oil in the treatment of depressive symptoms. So the effect of regular fish consumption on the sympotoma of depression remains entirely open. Omega-3 fatty acids cannot convince The independent research network Cochrane summarized all studies that investigated the effects of omega-3 fatty acids in adults with depression [1]. Based on the current study situation, it remains questionable whether fish oil works better in case of depression than a sham medication.",Können Kapseln mit Omega-3-Fettsäuren aus Fischöl Depressionen lindern?,"Die bisher durchgeführten Studien sind kaum vertrauenswürdig. Ihre zusammengefassten Ergebnisse deuten nicht darauf hin, dass Omega-3-Fettsäuren aus Fischöl eine Depression merkbar lindern könnte. In Studien, die Fischöl mit Medikamenten gegen Depression verglichen, schienen die Omega-3-Fettsäuren schlechter zu wirken als die Medikamente.","Omega-3-Fettsäuren: Wirkung fraglich Die Zusammenfassung der Ergebnisse aller Arbeiten, die Omega-3-Fettsäuren bei Menschen mit einer Depression untersucht haben, kommt leider zu einem unbefriedigenden Ergebnis: Die bisher durchgeführten Studien sind von so schlechter Qualität, dass eine eindeutige Aussage nicht möglich ist [1] . Die Autorinnen und Autoren der Übersichtsarbeit kommen zu dem Schluss, dass die bisherigen Daten nicht ausreichen, um die Wirkung oder mögliche Nebenwirkungen von Fischöl bei der Behandlung depressiver Symptome beurteilen zu können. Welche Wirkung ein regelmäßiger Fischkonsum auf die Sympotome einer Depression haben könnte, bleibt also gänzlich offen. Omega-3-Fettsäuren können nicht überzeugen  Das unabhängige Forschungsnetzwerk Cochrane fasste alle Studien zusammen, die die Wirkung von Omega-3-Fettsäuren bei  Erwachsenen mit einer Depression untersucht haben [1] . Aufgrund der derzeitigen Studienlage bleibt demnach fraglich, ob Fischöl bei Depressionen besser wirkt als ein Scheinmedikament.",1,wissenschaftliche Belege fehlen,Omega-3 Fettsäuren bei Depression: Wirkung fraglich | Medizin Transparent,Bernd Kerschner,5. September 2017,https://www.medizin-transparent.at/omega-3-depression/
